add 1
mul 1
div 1
add 1
mul 2
div 3
543 403 0
544 404 0
545 405 0
546 406 0
547 407 0
548 408 0
549 365 1
550 367 1
551 409 0
552 410 0
553 411 0
554 412 0
555 413 0
556 414 0
557 415 0
558 416 0
559 417 0
560 418 0
561 419 0
562 420 0
563 421 0
564 422 0
565 423 0
566 424 0
567 425 0
568 426 0
569 427 0
570 428 0
571 429 0
572 394 1
573 430 0
574 431 0
575 432 0
576 433 0
577 434 0
578 410 1
579 412 1
580 435 0
581 436 0
582 437 0
583 438 0
584 439 0
585 311 1
586 440 0
587 441 0
588 442 0
589 443 0
590 424 1
591 444 0
592 445 0
593 446 0
594 447 0
595 448 0
596 449 0
597 450 0
598 451 0
599 452 0
600 453 0
601 454 0
602 455 0
603 456 0
604 457 0
605 458 0
606 459 0
