add 1
mul 1
div 1
add 1
mul 2
div 3
396 295 0
397 296 0
398 297 0
399 298 0
400 299 0
401 300 0
402 301 0
403 256 1
404 302 0
405 303 0
406 304 0
407 303 1
408 305 1
409 307 1
410 309 0
411 307 0
412 305 0
413 309 1
414 306 0
415 308 0
416 311 1
417 310 0
418 313 1
419 315 1
420 317 1
421 319 1
422 311 0
423 312 0
424 313 0
425 314 0
426 315 0
427 321 1
428 316 0
429 317 0
430 318 0
431 319 0
432 323 1
433 320 0
434 321 0
435 322 0
436 325 1
437 323 0
438 324 0
439 325 0
440 327 0
441 326 0
442 327 1
443 328 0
444 329 0
445 329 1
446 330 0
447 331 0
448 332 0
449 333 0
450 334 0
451 335 0
452 333 1
453 335 1
454 336 0
455 337 0
456 338 0
457 339 0
458 340 0
459 341 0
460 342 0
461 343 0
462 331 1
463 337 1
464 344 0
465 345 0
466 346 0
467 339 1
468 341 1
469 347 0
470 348 0
471 349 0
472 350 0
473 351 0
474 352 0
475 353 0
476 343 1
477 354 0
478 347 1
479 355 0
480 356 0
481 357 0
482 345 1
483 349 1
484 358 0
485 359 0
486 360 0
487 361 0
488 351 1
489 362 0
490 363 0
491 364 0
492 365 0
493 361 1
494 366 0
495 367 0
496 353 1
497 355 1
498 368 0
499 369 0
500 370 0
501 357 1
502 371 0
503 372 0
504 373 0
505 359 1
506 374 0
507 375 0
508 376 0
509 377 0
510 378 0
511 379 0
512 365 1
513 363 1
514 380 0
515 381 0
516 382 0
517 383 0
518 384 0
519 385 0
520 386 0
521 387 0
522 388 0
523 389 0
524 390 0
525 391 0
526 367 1
527 392 0
528 393 0
529 394 0
530 395 0
531 396 0
532 385 1
533 397 0
534 398 0
535 387 1
536 399 0
537 400 0
538 401 0
539 402 0
540 403 0
541 391 1
542 404 0
543 405 0
544 393 1
545 406 0
546 369 1
547 407 0
548 408 0
549 409 0
550 410 0
551 411 0
552 412 0
553 413 0
554 414 0
555 371 1
556 373 1
557 415 0
558 416 0
559 417 0
560 418 0
561 419 0
562 420 0
563 375 1
564 421 0
565 422 0
566 423 0
567 403 1
568 424 0
569 425 0
570 423 1
571 425 1
572 426 0
573 427 1
574 427 0
575 428 0
576 416 1
577 377 1
578 429 0
579 430 0
580 431 0
581 432 0
582 433 0
583 434 0
584 435 0
585 436 0
586 397 1
587 437 0
588 438 0
589 439 0
590 440 0
591 379 1
592 441 0
593 442 0
594 395 1
595 443 0
596 399 1
597 444 0
598 381 1
599 383 1
600 445 0
601 446 0
602 447 0
603 389 1
604 107 1
605 448 0
606 449 0
607 450 1
608 450 0
609 452 0
610 451 0
611 453 0
612 452 1
613 454 0
614 455 0
615 456 0
616 457 0
617 458 0
618 459 0
619 454 1
620 460 0
621 461 0
622 462 0
623 463 0
624 464 0
625 465 0
626 464 1
627 466 0
628 467 0
629 468 0
630 466 1
631 469 0
632 468 1
633 470 0
634 462 1
635 471 0
636 472 0
637 458 1
638 473 0
639 460 1
640 474 0
641 475 0
642 476 0
643 477 0
644 478 0
645 474 1
646 479 0
647 480 0
648 481 0
649 482 0
650 483 0
651 484 0
652 485 0
653 486 0
654 487 0
655 488 0
656 489 0
657 490 0
658 491 0
659 492 0
660 472 1
661 493 0
662 456 1
663 494 0
664 495 0
665 496 0
666 497 0
667 498 0
668 496 1
669 498 1
670 499 0
671 500 0
672 501 0
673 502 0
674 503 0
675 476 1
676 504 0
677 505 0
678 506 0
679 507 0
680 508 0
681 509 0
682 510 0
683 470 1
684 511 0
685 512 0
686 513 0
687 514 0
688 515 0
689 516 0
690 517 0
691 518 0
692 519 0
693 520 0
694 521 0
695 522 0
696 523 0
697 524 0
698 492 1
699 525 0
700 526 0
701 527 0
702 528 0
703 529 0
704 510 1
705 512 1
706 530 0
707 531 0
708 478 1
709 504 1
710 480 1
711 482 1
712 532 0
713 533 0
714 534 0
715 535 0
716 484 1
717 536 0
718 537 0
719 538 0
720 539 0
721 540 0
722 541 0
723 542 0
724 543 0
725 522 1
726 524 1
727 544 0
728 545 0
729 546 0
730 547 0
731 548 0
732 549 0
733 550 0
734 486 1
735 488 1
736 551 0
737 514 1
738 552 0
739 553 0
740 554 0
741 555 0
742 518 1
743 520 1
744 556 0
745 557 1
746 557 0
747 558 0
748 559 0
749 560 0
750 561 0
751 562 0
752 563 0
753 564 0
754 565 0
755 566 0
756 533 1
757 535 1
758 567 0
759 568 0
760 569 0
761 570 0
762 490 1
763 571 0
764 572 0
765 494 1
766 500 1
767 573 0
768 574 0
769 575 0
770 576 0
771 577 0
772 578 0
773 502 1
774 579 0
775 506 1
776 580 0
777 508 1
778 581 0
779 582 0
780 583 0
781 584 0
782 585 0
783 577 1
784 579 1
785 586 0
786 587 0
787 573 1
788 588 0
789 589 0
790 590 0
791 591 0
792 592 0
793 593 0
794 594 0
795 516 1
796 595 0
797 596 0
798 597 0
799 598 0
800 575 1
801 526 1
802 599 0
803 600 0
804 601 0
805 602 0
