add 1
mul 1
div 1
add 1
mul 2
div 3
830 610 1
831 642 0
832 643 0
833 644 0
834 645 0
835 646 0
836 647 0
837 648 0
838 649 0
839 602 1
840 604 1
841 650 0
842 606 1
843 612 1
844 614 1
845 616 1
846 618 1
847 646 1
848 651 0
849 652 0
850 620 1
851 653 0
852 654 0
853 622 1
854 655 0
855 656 0
856 648 1
857 657 0
858 658 0
859 659 0
860 660 0
861 661 0
862 662 0
863 663 0
864 664 0
865 665 0
866 624 1
867 626 1
868 666 0
869 667 0
870 668 0
871 669 0
872 670 0
873 671 0
874 672 0
875 673 0
876 674 0
877 675 0
878 628 1
879 630 1
880 632 1
881 676 0
882 677 0
883 678 0
884 679 0
885 634 1
886 680 0
887 636 1
888 681 0
889 682 0
890 683 0
891 684 0
892 685 0
893 638 1
894 686 0
895 640 1
896 687 0
897 688 0
898 689 0
899 690 0
900 691 0
901 642 1
902 692 0
903 644 1
904 693 0
905 694 0
906 695 0
907 696 0
908 697 0
909 694 1
910 698 0
911 699 0
912 700 0
913 701 0
914 696 1
915 702 0
916 698 1
917 703 0
918 704 0
919 700 1
920 705 0
921 706 0
922 707 0
923 708 0
924 709 0
925 702 1
926 710 0
927 711 0
928 712 0
929 713 0
930 704 1
931 714 0
932 715 0
933 716 0
934 717 0
935 716 1
936 718 0
937 719 0
938 720 0
939 720 1
940 721 0
941 722 1
942 722 0
943 724 1
944 723 0
945 724 0
946 725 0
947 726 0
948 727 0
949 728 0
950 729 0
951 706 1
952 728 1
953 730 1
954 730 0
955 731 0
956 732 0
957 733 0
958 734 0
959 735 0
960 736 0
961 714 1
962 732 1
963 737 0
964 738 0
965 739 0
966 738 1
967 740 0
968 741 0
969 740 1
970 742 0
971 743 0
972 744 0
973 745 0
974 742 1
975 746 0
976 744 1
977 734 1
978 747 0
979 748 0
980 718 1
981 749 0
982 750 0
983 751 0
984 726 1
985 752 0
986 753 0
987 736 1
988 746 1
989 748 1
990 754 0
991 755 0
992 750 1
993 756 0
994 757 0
995 708 1
996 758 0
997 752 1
998 759 0
999 760 0
1000 761 0
1001 762 0
1002 754 1
1003 756 1
1004 763 0
1005 710 1
1006 712 1
1007 764 0
1008 765 0
1009 766 0
1010 767 0
1011 768 0
1012 769 0
1013 770 0
1014 758 1
1015 771 0
1016 772 0
1017 773 0
1018 774 0
1019 775 0
1020 760 1
1021 762 1
1022 776 0
1023 777 0
1024 764 1
1025 778 0
1026 779 0
1027 780 0
1028 770 1
1029 781 0
1030 772 1
1031 774 1
1032 782 0
1033 783 0
1034 784 0
1035 785 0
1036 786 0
1037 787 0
1038 766 1
1039 788 0
1040 789 0
1041 790 0
1042 791 0
1043 792 0
1044 768 1
1045 776 1
1046 793 0
1047 792 1
1048 794 0
1049 778 1
1050 780 1
1051 795 0
1052 796 0
1053 797 0
1054 798 0
1055 799 0
1056 782 1
1057 800 0
1058 801 0
1059 802 0
1060 784 1
1061 803 0
1062 804 0
1063 805 0
1064 806 0
1065 807 0
1066 808 0
1067 809 0
1068 786 1
1069 810 0
1070 811 0
1071 812 0
1072 813 0
1073 814 0
1074 815 0
1075 816 0
1076 812 1
1077 814 1
1078 817 0
1079 818 0
1080 819 0
1081 820 0
1082 788 1
1083 821 0
1084 822 0
1085 790 1
1086 823 0
1087 824 0
1088 825 0
1089 826 0
1090 796 1
1091 827 0
1092 828 0
1093 829 0
1094 830 0
1095 831 0
1096 832 0
1097 798 1
1098 833 0
1099 834 0
1100 835 0
1101 836 0
1102 837 0
1103 838 0
1104 839 0
1105 840 0
1106 794 1
1107 841 0
1108 842 0
1109 800 1
1110 843 0
1111 844 0
1112 845 0
1113 846 0
1114 847 0
1115 848 0
1116 849 0
1117 850 0
1118 851 0
1119 802 1
1120 852 0
1121 853 0
1122 854 0
1123 855 0
1124 836 1
1125 856 0
1126 857 0
1127 858 0
1128 859 0
1129 860 0
1130 861 0
1131 862 0
1132 863 0
1133 864 0
1134 865 0
1135 866 0
1136 804 1
1137 867 0
1138 868 0
1139 806 1
1140 808 1
1141 869 0
1142 870 0
1143 818 1
1144 820 1
1145 871 0
1146 872 0
1147 873 0
1148 822 1
1149 874 0
1150 824 1
1151 875 0
1152 810 1
1153 838 1
1154 876 0
1155 877 0
1156 878 0
1157 879 0
1158 880 0
1159 881 0
1160 882 0
1161 883 0
1162 884 0
1163 885 0
1164 886 0
1165 816 1
1166 826 1
1167 828 1
1168 830 1
1169 887 0
1170 888 0
1171 889 0
1172 890 0
1173 891 0
1174 892 0
1175 893 0
1176 894 0
1177 895 0
1178 834 1
1179 896 0
1180 897 0
1181 840 1
1182 898 0
1183 842 1
1184 899 0
1185 900 0
1186 851 1
1187 901 0
1188 902 0
1189 903 0
1190 904 0
1191 905 0
1192 906 0
1193 832 1
1194 907 0
1195 908 0
1196 909 0
1197 910 0
1198 911 0
1199 912 0
1200 913 0
1201 844 1
1202 914 0
1203 915 0
1204 916 0
1205 917 0
1206 846 1
1207 918 0
